Câu 1: Nhà triết học nào coi lửa là thực thể đầu tiên của thế giới và đó là lập trường triết học nào?
"D.	Hiện thực khách quan"
"Câu 95: Quan niệm triết học nào cho rằng: Cơ sở quyết định các mối liên hệ giữa các sự vật, hiện tượng là cảm giác của con người?"
"A.	Chủ nghĩa duy vật siêu hình"
"B.	Chủ nghĩa duy tâm khách quan"
"C.	Chủ nghĩa duy tâm chủ quan"
"D.	Chủ nghĩa duy vật biện chứng"
"Câu 96: “Khái niệm chất dùng để chỉ tính quy định khách quan vốn có của sự vật, hiện tượng, là sự thống nhất hữu cơ các.....cấu thành nó, phân biệt nó với sự vật, hiện tượng”."
"A.	Thuộc tính"
"B.	Đặc tính"
"C.	Tính chất"
"D.	Sự vật"
"Câu 97: Theo phép biện chứng duy vật, các phạm trù được hình thành..."
"A.	Trong ý thức của con người"
"B.	Bên ngoài, độc lập với ý thức của con người"
"C.	Trong quá trình hoạt động nhận thức và thực tiễn của con người"
"D.	Từ ý muốn của Thượng Đế"
"Câu 98: Khái niệm nào dùng để chỉ tính quy định khách quan vốn có của sự vật, hiện tượng về các phương diện: số lượng các yếu tố cấu thành, quy mô của sự tồn tại, tốc độ của quá trình vận động, phát triển của sự vật, hiện tượng?"
"A.	Mối liên hệ"
"B.	Vận động"
"C.	Lượng "
"D.	Chất "
"Câu 99: Chọn phương án đúng nhất: Theo phép biện chứng duy vật, các sự vật, hiện tượng vận động, phát triển bằng cách:"
"A.	Chỉ cần thay đổi về lượng"
"B.	Chỉ cần thay đổi về chất"
"C.	Thay đổi về lượng đến điểm nút tất yếu dẫn đến sự chuyển hóa về chất"
"D.	Thống nhất của các mặt đối lập"
"Câu 100: Theo phép biện chứng duy vật, cái... chỉ tồn tại trong mối liên hệ với cái..."
"A.	Chung/Riêng"
"B.	Riêng/Chung"
"C.	Chung/Đơn nhất"
"D.	Đơn nhất/Riêng"
"Câu 101: Theo phép biện chứng duy vật, biện chứng khách quan là:"
"A.	Biện chứng tiên nghiệm, có trước kinh nghiệm"
"B.	Biện chứng của thế giới vật chất"
"C.	Biện chứng của ý niệm tuyệt đối"
"D.	Biện chứng của tư duy"
Câu 102: Khái niệm dùng để chỉ sự thay đổi về lượng đến một giới hạn nhất định sẽ tất yếu dẫn đến những thay đổi về chất được gọi là:
"A.	Độ"
"B.	Điểm nút"
"C.	Bước nhảy"
"D.	Lượng"
"Câu 103: Điền vào chỗ trống: Điểm nút là……… mà tại đó sự thay đổi về lượng đã đủ để dẫn tới sự thay đổi về chất của sự vật, hiện tượng, thời điểm mà tại đó bắt đầu xảy ra bước nhảy."
"A.	giới hạn"
"B.	khoảng giới hạn"
"C.	điểm"
"D.	điểm giới hạn"
"Câu 104: Điền vào chỗ trống …….. là khái niệm dùng để chỉ những chuyển hóa về chất của sự vật, hiện tượng do những sự thay đổi về lượng trước đó gây ra."
"A.	Vận động"
"B.	Phát triển"
"C.	Bước nhảy"
"D.	Điểm nút"
"Câu 105: Căn cứ vào quy mô và nhịp độ của bước nhảy, có thể phân chia bước nhảy thành:"
"A.	Bước nhảy toàn bộ và bước nhảy tức thời"
"B.	Bước nhảy cục bộ và bước nhảy dần dần"
"C.	Bước nhảy toàn bộ và bước nhảy cục bộ"
"D.	Bước nhảy tức thời và bước nhảy dần dần"
"Câu 106: Theo phép biện chứng duy vật, cái... và cái... có thể chuyển hóa cho nhau trong quá trình phát triển của sự vật, hiện tượng."
"A.	Chung/Riêng"
"B.	Riêng/Chung"
"C.	Chung/Đơn nhất"
"D.	Đơn nhất/Riêng"
"Câu 107: Theo phép biện chứng duy vật, cái riêng tồn tại:"
"A.	Trong mối liên hệ với cái chung"
"B.	Bên ngoài, độc lập với cái chung"
"C.	Trong cái chung"
"D.	Bên cạnh cái chung"
"Câu 108: Theo nguyên lý về sự phát triển, sự phát triển có mấy tính chất?"
"A.	2"
"B.	3"
"C.	4"
"D.	5"
"Câu 109: Theo nguyên lý về mối liên hệ phổ biến, mối liên hệ có mấy tính chất?"
"A.	2"
"B.	3 "
"C.	4"
"D.	5"
"Câu 110: Căn cứ vào thời gian của sự thay đổi về chất và dựa trên cơ chế của sự thay đổi đó, có thể phân chia bước nhảy thành:"
"A.	Bước nhảy toàn bộ và bước nhảy tức thời"
"B.	Bước nhảy tức thời và bước nhảy dần dần"
"C.	Bước nhảy toàn bộ và bước nhảy cục bộ"
"D.	Bước nhảy cục bộ và bước nhảy dần dần"
"Câu 111: Trong hoạt động nhận thức và thực tiễn, nếu không tích lũy về lượng để biến đổi về chất sẽ mắc phải sai lầm…"
"A.	tư tưởng nôn nóng, đốt cháy giai đoạn"
"B.	bảo thủ, trì trệ, ngại khó"
"C.	giáo điều, dập khuôn, máy móc"
"D.	kinh nghiệm chủ nghĩa"
"Câu 112: Điền từ vào chỗ trống: Một trong những ý nghĩa phương pháp luận được rút ra từ mối quan hệ giữa nội dung và hình thức, muốn biến đổi sự vật, hiện tượng thì trước hết phải tác động, làm thay đổi (...) của nó."
"A.	Nội dung"
"B.	Hình thức"
"C.	Cả nội dung và hình thức"
"D.	Không có phương án đúng"
"Câu 113: Trong các hình thức của thực tiễn, hình thức nào giữ vai trò quan trọng nhất?"
"A.	Hoạt động sản xuất vật chất"
"B.	Hoạt động chính trị - xã hội"
"C.	Hoạt động thực nghiệm khoa học"
"D.	Hoạt động nghiên cứu khoa học"
"Câu 114: Trong các hình thức sau đây, đâu là hình thức cơ bản của thực tiễn?"
"A.	Nghiên cứu khoa học"
"B.	Sản xuất vật chất"
"C.	Sáng tạo nghệ thuật "
"D.	Tâm lý, tình cảm"
Câu 115: Quy luật nào được V.I. Lênin gọi là hạt nhân của phép biện chứng duy vật?
"A.	Quy luật chuyển hóa từ những sự thay đổi về lượng thành những thay đổi về chất và ngược lại"
"B.	Quy luật thống nhất và đấu tranh giữa các mặt đối lập"
"C.	Quy luật phủ định của phủ định"
"D.	Quy luật quan hệ sản xuất phù hợp với trình độ phát triển của lực lượng sản xuất"
"Câu 116: Điền vào chỗ trống: ……... là sự tác động qua lại giữa các mặt, các khuynh hướng đối lập nằm trong chính mỗi sự vật, hiện tượng"
"A.	Mâu thuẫn chủ yếu"
"B.	Mâu thuẫn cơ bản"
"C.	Mâu thuẫn đối kháng"
"D.	Mâu thuẫn bên trong"
"Câu 117: Điền vào chỗ trống …… xuất hiện trong mối liên hệ giữa các sự vật, hiện tượng với nhau"
"A.	Mâu thuẫn thứ yếu"
"B.	Mâu thuẫn không cơ bản"
"C.	Mâu thuẫn bên ngoài"
"D.	Mâu thuẫn không đối kháng"
"Câu 118: Điền vào chỗ trống: .............là mâu thuẫn giữa các giai cấp, tập đoàn người, lực lượng, xu hướng xã hội có lợi ích cơ bản đối lập nhau và không thể điều hòa được."
"A.	Mâu thuẫn chủ yếu"
"B.	Mâu thuẫn cơ bản"
"C.	Mâu thuẫn bên trong"
"D.	Mâu thuẫn đối kháng "
Câu 119: Lựa chọn câu đúng nhất theo quan điểm DVBC:
"A.	Phát triển là sự thay đổi thuần tuý về mặt số lượng hay khối lượng của sự vật hiện tượng"
"B.	Phát triển là sự thay đổi về vị trí của sự vật hiện tượng trong không gian, thời gian"
"C.	Phát triển không chỉ là sự thay đổi về lượng mà nó còn là sự thay đổi về chất của sự vật hiện tượng"
"D.	Phát triển chỉ có sự thay đổi về lượng"
Câu 120: Nguyên tắc phát triển giúp chúng ta khắc phục được tư tưởng:
"A.	Nôn nóng, tả khuynh"
"B.	Chiết trung, ngụy biện"
"C.	Phiến diện, siêu hình"
"D.	Bảo thủ, trì trệ, định kiến"
Câu 121: Ph. Ăngghen đã cho rằng: Đối với những ai phủ nhận (...) thì mọi quy luật của tự nhiên đều là giả thuyết.
"A.	Tính phổ biến"
"B.	Tính nhân quả"
"C.	Tính tất yếu"
"D.	Tính biện chứng"
"Câu 122: Một sinh viên quan niệm: Vì nhà nghèo, cha mẹ đã phải nỗ lực chu cấp cho đi học đại học nên mình phải cố gắng rèn luyện, học giỏi, ra trường tìm được việc làm với mức thu nhập cao. Vận dụng cặp phạm trù nào của phép biện chứng duy vật để giải thích quan niệm trên?"
"A.	Cái riêng - cái chung"
"B.	Nguyên nhân - kết quả"
"C.	Bản chất - hiện tượng"
"D.	Tất nhiên - ngẫu nhiên"
Câu 123: Chọn phương án SAI: Phủ định biện chứng là sự phủ định...
"A.	Có tính chất kế thừa"
"B.	Chấm dứt hoàn toàn quá trình phát triển"
"C.	Có tính tự thân "
"D.	Có tính khách quan, phổ biến"
Câu 124: Mối liên hệ của các sự vật hiện tượng là gì? Xác định câu trả lời đúng nhất.
"A.	Là sự tác động lẫn nhau, chi phối, chuyển hoá lẫn nhau một cách khách quan, phổ biến, nhiều vẻ giữa các mặt, quá trình của sự vật, hiện tượng hoặc giữa các sự vật, hiện tượng"
"B.	Là sự thừa nhận rằng giữa các mặt của sự vật, hiện tượng và giữa các sự vật với nhau trong thực tế khách quan không có mối liên hệ nào cả"
"C.	Là sự tác động lẫn nhau, có tính khách quan, phổ biến, nhiều vẻ, không thể chuyển hoá cho nhau"
"D.	Là chỉ sự tác động của các yếu tố bên ngoài"
Câu 125: Chọn câu trả lời đúng: Chất của sự vật là:
"A.	Những yếu tố tạo nên sự vật"
"B.	Thuộc tính không cơ bản"
"C.	Một thuộc tính duy nhất của sự vật"
"D.	Sự thống nhất hữu cơ của các thuộc tính"
Câu 126: Xác định quan niệm sai về phủ định biện chứng:
"A.	Phủ định có tính kế thừa"
"B.	Phủ định là chấm dứt sự phát triển"
"C.	Phủ định đồng thời cũng là khẳng định"
"D.	Phủ định có tính khách quan phổ biến"
"Câu 127: Ph.Ăngghen viết: ""[...] là điều kiện cơ bản đầu tiên của toàn bộ đời sống loài người, và như thế đến một mức mà trên một ý nghĩa nào đó, chúng ta phải nói: [...] đã sáng tạo ra bản thân con người"". Hãy điền một từ vào chỗ trống để hoàn thiện câu trên."
"A.	Lao động"
"B.	Vật chất"
"C.	Tự nhiên"
"D.	Sản xuất"
"Câu 128: Trong ""Bút ký triết học"", V.I.Lênin viết: ""Nhận thức là sự tiến gần mãi mãi và vô tận của […..] đến khách thể"". Hãy điền vào chỗ trống để hoàn thiện câu trên."
"A.	Chủ thể"
"B.	Ý thức"
"C.	Tư duy"
"D.	Nhận thức"
"Câu 129: Triết học Mác-Lênin cho rằng, thực tiễn là toàn bộ [...] có mục đích, mang tính lịch sử - xã hội của con người nhằm cải tạo thế giới khách quan. Hãy điền vào chỗ trống để hoàn thiện quan điểm trên."
"A.	Hoạt động vật chất và tinh thần"
"B.	Hoạt động vật chất"
"C.	Hoạt động tinh thần"
"D.	Mọi hoạt động"
"Câu 130: Ph.Ăngghen viết về vai trò động lực của thực tiễn đối với nhận thức như sau: ""Khi xã hội có nhu cầu về kỹ thuật thì nó thúc đẩy khoa học phát triển hơn mười [. ]"". Hãy điền vào chỗ trống để hoàn thiện câu trên."
"A.	Nhà phát minh"
"B.	Thế kỉ"
"C.	Vạn người"
"D.	Trường đại học"
"Câu 131: Theo quan niệm của triết học Mác - Lênin, thực tiễn là:"
"A.	Toàn bộ hoạt động vật chất có mục đích, mang tính lịch sử – xã hội của con người nhằm cải tạo thế giới khách quan"
"B.	Toàn bộ hoạt động tinh thần có mục đích, mang tính lịch sử – xã hội của con người nhằm cải tạo thế giới khách quan"
"C.	Toàn bộ hoạt động vật chất và tinh thần có mục đích, mang tính lịch sử – xã hội của con người nhằm cải tạo thế giới khách quan"
"D.	Thực tế"
"Câu 132: Theo quan niệm của triết học Mác - Lênin, bản chất của nhận thức là:"
"A.	Sự phản ánh thế giới khách quan vào đầu óc của con người"
"B.	Sự phản ánh chủ động, tích cực, sáng tạo của chủ thể trước khách thể "
"C.	Sự tiến gần của tư duy đến khách thể"
"D.	Sự hồi tưởng của “ý niệm tuyệt đối”"
Câu 133: Hình thức nào là hình thức đầu tiên của giai đoạn trực quan sinh động?
"A.	Khái niệm"
"B.	Biểu tượng"
"C.	Cảm giác"
"D.	Tri giác"
Câu 134: Hình thức nào của tư duy trừu tượng là hình thức liên kết các khái niệm?
"A.	Khái niệm"
"B.	Biểu tượng"
"C.	Cảm giác"
"D.	Phán đoán"
Câu 135: Tiêu chuẩn của chân lý theo triết học Mác - Lênin là gì?
"A.	Thực tiễn"
"B.	Nhận thức"
"C.	Khoa học"
"D.	Tư duy"
Câu 136: Hình thức nào là hình thức đầu tiên của giai đoạn tư duy trừu tượng?
"A.	Khái niệm"
"B.	Biểu tượng"
"C.	Cảm giác"
"D.	Suy lý"
Câu 137: Hình thức nào của tư duy trừu tượng là hình thức liên kết các phán đoán?
"A.	Khái niệm"
"B.	Biểu tượng"
"C.	Cảm giác"
"D.	Suy lý"
Câu 138: Xác định quan niệm sai về thực tiễn: 
"A.	Thực tiễn là nguồn gốc của nhận thức và qua thực tiễn bộc lộ thuộc tính bản chất của đối tượng"
"B.	Thực tiễn là động lực của nhận thức, nó đỏi hỏi tư duy con người phải giải đáp những vấn đề đặt ra"
"C.	Thực tiễn là hoạt động vật chất và tinh thần của con người"
"D.	Thực tiễn là tiêu chuẩn của chân lý"
Câu 139: Chọn câu trả lời đúng: Tri thức của con người ngày càng hoàn thiện là:
"A.	Thế giới đang vận động bộc lộ càng nhiều tính quy định"
"B.	Nhờ sự nỗ lực hoạt động thực tiễn của con người"
"C.	Nhờ hệ thống tri thức trước đó (chân lý) làm tiền đề"
"D.	Do khả năng tổng hợp của trí tuệ của con người trong thời đại mới"
Câu 140: Chọn câu trả lời đúng nhất. Chân lý là:
"A.	Tri thức đúng"
"B.	Tri thức phù hợp với thực tế"
"C.	Tri thức phù hợp với hiện thực"
"D.	Tri thức phù hợp với hiện thực và được thực tiễn kiểm nghiệm"
"Câu 141: Chọn câu trả lời đúng: Trong các hình thức cơ bản của hoạt động thực tiễn, hình thức nào là quan trọng nhất?"
"A.	Sản xuất vật chất"
"B.	Chính trị - xã hội"
"C.	Thực nghiệm khoa học"
"D.	Cả A, B, C"
Câu 142: Chọn câu trả lời đúng: Một trong những vai trò của thực tiễn đối với nhận thức:
"A.	Thực tiễn là cơ sở, nguồn gốc của nhận thức"
"B.	Thực tiễn là kết quả của nhận thức"
"C.	Thực tiễn do ý thức của con người tạo ra"
"D.	Thực tiễn không có vai trò gì đối với nhận thức"
"Câu 143: Căn cứ vào sự tồn tại và phát triển của toàn bộ sự vật, hiện tượng, có thể phân chia mâu thuẫn thành: "
"A.	Mâu thuẫn bên trong và mâu thuẫn bên ngoài"
"B.	Mâu thuẫn chủ yếu và mâu thuẫn thứ yếu"
"C.	Mâu thuẫn cơ bản và mâu thuẫn không cơ bản"
"D.	Mâu thuẫn đối kháng và mâu thuẫn không đối kháng"
"Câu 144: Căn cứ vào quan hệ giữa các mặt đối lập trong một sự vật, hiện tượng hoặc giữa các sự vật, hiện tượng với nhau, có thể phân chia mâu thuẫn thành:"
"A.	Mâu thuẫn đối kháng và mâu thuẫn không đối kháng"
"B.	Mâu thuẫn chủ yếu và mâu thuẫn thứ yếu"
"C.	Mâu thuẫn cơ bản và mâu thuẫn không cơ bản"
"D.	Mâu thuẫn bên trong và mâu thuẫn bên ngoài"
"Câu 145: Căn cứ vào vai trò của mâu thuẫn đối với sự tồn tại và phát triển của sự vật, hiện tượng trong mỗi giai đoạn nhất định, có thể phân chia mâu thuẫn thành:"
"A.	Mâu thuẫn đối kháng và mâu thuẫn không đối kháng"
"B.	Mâu thuẫn chủ yếu và mâu thuẫn thứ yếu"
"C.	Mâu thuẫn cơ bản và mâu thuẫn không cơ bản"
"D.	Mâu thuẫn bên trong và mâu thuẫn bên ngoài"
"Câu 146: Căn cứ vào tính chất đối lập về lợi ích cơ bản giữa các giai cấp trong xã hội có đối kháng giai cấp, có thể phân chia mâu thuẫn thành:"
"A.	Mâu thuẫn chủ yếu và mâu thuẫn thứ yếu"
"B.	Mâu thuẫn đối kháng và mâu thuẫn không đối kháng"
"C.	Mâu thuẫn cơ bản và mâu thuẫn không cơ bản"
"D.	Mâu thuẫn bên trong và mâu thuẫn bên ngoài"
"Câu 147: Điền vào chỗ trống:….là hình thức đầu tiên, là cơ sở của mọi nhận thức tiếp theo của con người...........hình thành do sự tác động trực tiếp của sự vật, hiện tượng lên các giác quan của con người."
"A.	cảm giác	tri giác"
"B.	tri giác …cảm giác"
"C.	cảm giác……cảm giác"
"D.	tri giác……tri giác"
Câu 148: Điền vào chỗ trống: …. là kết quả của sự tác động trực tiếp của sự vật đồng thời lên nhiều giác quan của con người.
"A.	Cảm giác"
"B.	Tri giác"
"C.	Biểu tượng"
"D.	Khái niệm"
"Câu 149: Điền vào chỗ trống: …. phản ánh khái quát một hoặc một số thuộc tính chung có tính bản chất nào đó của một nhóm sự vật, hiện tượng được biểu thị bằng một từ hoặc một cụm từ."
"A.	Biểu tượng"
"B.	Khái niệm"
"C.	Phán đoán"
"D.	Suy lý"
Câu 150: Quy luật phủ định của phủ định chỉ ra:
"A.	Phương thức chung của mọi quá trình vận động và phát triển"
"B.	Nguồn gốc, động lực cơ bản của mọi quá trình vận động và phát triển"
"C.	Khuynh hướng cơ bản của mọi quá trình vận động và phát triển"
"D.	Tất cả các phương án đều sai"
"Câu 151: Quan điểm nào cho rằng: Các sự vật, hiện tượng và các quá trình khác nhau của thế giới có mối liên hệ, tác động, ảnh hưởng lẫn nhau?"
"A.	Siêu hình"
"B.	Biện chứng"
"C.	Duy tâm chủ quan"
"D.	Duy tâm khách quan"
"Câu 152: Tục ngữ Việt Nam có câu: “Năng nhặt chặt bị”, “Góp gió thành bão”. Quan điểm trên vận dụng quy luật nào sau đây là phù hợp nhất:"
"A.	Quy luật chuyển hóa từ những sự thay đổi về lượng thành những thay đổi về chất và ngược lại"
"B.	Quy luật thống nhất và đấu tranh giữa các mặt đối lập"
"C.	Quy luật phủ định của phủ định"
"D.	Quy luật chọn lọc tự nhiên"
"Câu 153: Theo phép biện chứng duy vật, cái... là cái toàn bộ, phong phú hơn cái... "
"A.	Chung/Riêng"
"B.	Riêng/Chung"
"C.	Chung/Đơn nhất"
"D.	Đơn nhất/Riêng"
"Câu 154: Theo phép biện chứng duy vật, trong hoạt động nhận thức và thực tiễn, nếu chỉ chú trọng thực hiện những bước nhảy liên tục về chất mà không tích lũy về lượng sẽ mắc phải sai lầm:"
"A.	Bảo thủ, hữu khuynh"
"B.	Nôn nóng, tả khuynh"
"C.	Cục bộ, địa phương"
"D.	Chiết trung, ngụy biện"
"Câu 155: Theo chủ nghĩa duy vật biện chứng, nguồn gốc “duy nhất và cuối cùng” của nhận thức là…?"
"A.	Thế giới tâm linh"
"B.	Thế giới khách quan"
"C.	Thế giới sự vật cảm tính"
"D.	Tư duy con người"
